ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P_5YMAS,P_12YMAS,P_15YMAS,P_18YMAS
20,Oaxaca,531,Santo Tomás Mazaltepec,0000,Total del Municipio,2393,2069,1932,1810
20,Oaxaca,532,Santo Tomás Ocotepec,0000,Total del Municipio,3692,3111,2839,2617
20,Oaxaca,533,Santo Tomás Tamazulapan,0000,Total del Municipio,2495,2136,1954,1812
20,Oaxaca,534,San Vicente Coatlán,0000,Total del Municipio,3156,2659,2406,2157
20,Oaxaca,535,San Vicente Lachixío,0000,Total del Municipio,2894,2389,2133,1935
20,Oaxaca,536,San Vicente Nuñú,0000,Total del Municipio,424,373,358,347
20,Oaxaca,537,Silacayoápam,0000,Total del Municipio,6118,5291,4987,4639
20,Oaxaca,538,Sitio de Xitlapehua,0000,Total del Municipio,643,552,512,475
20,Oaxaca,539,Soledad Etla,0000,Total del Municipio,5889,5149,4828,4497
20,Oaxaca,540,Villa de Tamazulápam del Progreso,0000,Total del Municipio,7677,6591,6126,5704
20,Oaxaca,541,Tanetze de Zaragoza,0000,Total del Municipio,1475,1327,1257,1137
20,Oaxaca,542,Taniche,0000,Total del Municipio,814,712,675,632
20,Oaxaca,543,Tataltepec de Valdés,0000,Total del Municipio,5709,4743,4367,3977
20,Oaxaca,544,Teococuilco de Marcos Pérez,0000,Total del Municipio,946,819,767,730
20,Oaxaca,545,Teotitlán de Flores Magón,0000,Total del Municipio,9154,7757,7186,6596
20,Oaxaca,546,Teotitlán del Valle,0000,Total del Municipio,6006,5337,5029,4724
20,Oaxaca,547,Teotongo,0000,Total del Municipio,934,809,751,696
20,Oaxaca,548,Tepelmeme Villa de Morelos,0000,Total del Municipio,1763,1490,1350,1240
20,Oaxaca,549,Heroica Villa Tezoatlán de Segura y Luna; Cuna de la Independencia de Oaxaca,0000,Total del Municipio,10518,9036,8444,7899
20,Oaxaca,550,San Jerónimo Tlacochahuaya,0000,Total del Municipio,5382,4709,4426,4114
20,Oaxaca,551,Tlacolula de Matamoros,0000,Total del Municipio,27559,23783,22171,20643
20,Oaxaca,552,Tlacotepec Plumas,0000,Total del Municipio,393,349,320,294
20,Oaxaca,553,Tlalixtac de Cabrera,0000,Total del Municipio,11053,9637,9056,8434
20,Oaxaca,554,Totontepec Villa de Morelos,0000,Total del Municipio,5319,4387,3991,3664
20,Oaxaca,555,Trinidad Zaachila,0000,Total del Municipio,3152,2747,2592,2456
20,Oaxaca,556,La Trinidad Vista Hermosa,0000,Total del Municipio,284,239,220,204
20,Oaxaca,557,Unión Hidalgo,0000,Total del Municipio,13549,11913,11198,10462
20,Oaxaca,558,Valerio Trujano,0000,Total del Municipio,1295,1142,1071,988
20,Oaxaca,559,San Juan Bautista Valle Nacional,0000,Total del Municipio,20970,17997,16738,15506
20,Oaxaca,560,Villa Díaz Ordaz,0000,Total del Municipio,5964,5238,4889,4609
20,Oaxaca,561,Yaxe,0000,Total del Municipio,2708,2331,2157,1964
20,Oaxaca,562,Magdalena Yodocono de Porfirio Díaz,0000,Total del Municipio,1532,1322,1226,1114
20,Oaxaca,563,Yogana,0000,Total del Municipio,1143,1028,973,922
20,Oaxaca,564,Yutanduchi de Guerrero,0000,Total del Municipio,1083,939,863,789
20,Oaxaca,565,Villa de Zaachila,0000,Total del Municipio,42429,36067,33366,30815
20,Oaxaca,566,San Mateo Yucutindoo,0000,Total del Municipio,2821,2390,2159,1965
20,Oaxaca,567,Zapotitlán Lagunas,0000,Total del Municipio,3004,2515,2319,2144
20,Oaxaca,568,Zapotitlán Palmas,0000,Total del Municipio,1527,1293,1217,1113
20,Oaxaca,569,Santa Inés de Zaragoza,0000,Total del Municipio,1359,1140,1038,973
20,Oaxaca,570,Zimatlán de Álvarez,0000,Total del Municipio,20205,17367,16275,15023
21,Puebla,001,Acajete,0000,Total del Municipio,64539,53308,48763,44212
21,Puebla,002,Acateno,0000,Total del Municipio,8383,7304,6804,6289
21,Puebla,003,Acatlán,0000,Total del Municipio,34395,29325,27336,25416
21,Puebla,004,Acatzingo,0000,Total del Municipio,56588,46766,42806,38785
21,Puebla,005,Acteopan,0000,Total del Municipio,2827,2524,2387,2253
21,Puebla,006,Ahuacatlán,0000,Total del Municipio,13107,11060,10115,9175
21,Puebla,007,Ahuatlán,0000,Total del Municipio,2861,2375,2189,2034
21,Puebla,008,Ahuazotepec,0000,Total del Municipio,10335,8694,8046,7322
21,Puebla,009,Ahuehuetitla,0000,Total del Municipio,1989,1681,1583,1480
21,Puebla,010,Ajalpan,0000,Total del Municipio,66731,55048,50131,45212
21,Puebla,011,Albino Zertuche,0000,Total del Municipio,1698,1445,1319,1220
21,Puebla,012,Aljojuca,0000,Total del Municipio,6056,5236,4893,4565
21,Puebla,013,Altepexi,0000,Total del Municipio,20535,17337,16072,14864
21,Puebla,014,Amixtlán,0000,Total del Municipio,4391,3796,3516,3177
21,Puebla,015,Amozoc,0000,Total del Municipio,114453,97534,90035,82504
21,Puebla,016,Aquixtla,0000,Total del Municipio,8112,6899,6383,5869
21,Puebla,017,Atempan,0000,Total del Municipio,26482,21972,20010,17968
21,Puebla,018,Atexcal,0000,Total del Municipio,3475,2950,2691,2463
21,Puebla,019,Atlixco,0000,Total del Municipio,129216,112027,104716,97066
21,Puebla,020,Atoyatempan,0000,Total del Municipio,6946,5809,5316,4863
21,Puebla,021,Atzala,0000,Total del Municipio,1384,1173,1087,1001
21,Puebla,022,Atzitzihuacán,0000,Total del Municipio,11572,9796,9122,8443
21,Puebla,023,Atzitzintla,0000,Total del Municipio,8011,6541,6019,5455
21,Puebla,024,Axutla,0000,Total del Municipio,907,807,766,716
21,Puebla,025,Ayotoxco de Guerrero,0000,Total del Municipio,7435,6330,5871,5427
21,Puebla,026,Calpan,0000,Total del Municipio,13925,12056,11186,10344
21,Puebla,027,Caltepec,0000,Total del Municipio,3786,3311,3075,2839
21,Puebla,028,Camocuautla,0000,Total del Municipio,2507,2120,1931,1720
21,Puebla,029,Caxhuacan,0000,Total del Municipio,3503,3008,2803,2592
21,Puebla,030,Coatepec,0000,Total del Municipio,707,605,566,527
21,Puebla,031,Coatzingo,0000,Total del Municipio,2566,2162,1999,1841
21,Puebla,032,Cohetzala,0000,Total del Municipio,1264,1093,1020,966
21,Puebla,033,Cohuecan,0000,Total del Municipio,4884,4115,3843,3567
21,Puebla,034,Coronango,0000,Total del Municipio,42193,36252,33875,31529
21,Puebla,035,Coxcatlán,0000,Total del Municipio,18893,16206,15009,13769
21,Puebla,036,Coyomeapan,0000,Total del Municipio,13144,10592,9432,8351
21,Puebla,037,Coyotepec,0000,Total del Municipio,2184,1913,1809,1681
21,Puebla,038,Cuapiaxtla de Madero,0000,Total del Municipio,9339,7677,7046,6456
21,Puebla,039,Cuautempan,0000,Total del Municipio,8894,7476,6880,6324
21,Puebla,040,Cuautinchán,0000,Total del Municipio,11031,9178,8430,7678
21,Puebla,041,Cuautlancingo,0000,Total del Municipio,126718,110291,103377,96456
21,Puebla,042,Cuayuca de Andrade,0000,Total del Municipio,2999,2570,2402,2214
21,Puebla,043,Cuetzalan del Progreso,0000,Total del Municipio,45245,38185,35032,31894
21,Puebla,044,Cuyoaco,0000,Total del Municipio,15514,13000,11921,10880
21,Puebla,045,Chalchicomula de Sesma,0000,Total del Municipio,43003,36844,34187,31414
21,Puebla,046,Chapulco,0000,Total del Municipio,7316,6064,5532,5015
21,Puebla,047,Chiautla,0000,Total del Municipio,19730,16917,15738,14596
21,Puebla,048,Chiautzingo,0000,Total del Municipio,19969,17111,15905,14640
21,Puebla,049,Chiconcuautla,0000,Total del Municipio,15493,12626,11329,9971
21,Puebla,050,Chichiquila,0000,Total del Municipio,23975,19705,17661,15592
21,Puebla,051,Chietla,0000,Total del Municipio,33786,28892,26995,25083
21,Puebla,052,Chigmecatitlán,0000,Total del Municipio,1152,1042,978,908
21,Puebla,053,Chignahuapan,0000,Total del Municipio,59699,50583,46754,42906
21,Puebla,054,Chignautla,0000,Total del Municipio,31404,26114,23830,21443
21,Puebla,055,Chila,0000,Total del Municipio,4616,3937,3664,3372
21,Puebla,056,Chila de la Sal,0000,Total del Municipio,1206,1062,996,949
21,Puebla,057,Honey,0000,Total del Municipio,5944,4919,4530,4119
21,Puebla,058,Chilchotla,0000,Total del Municipio,18485,14999,13430,12017
21,Puebla,059,Chinantla,0000,Total del Municipio,2593,2183,2038,1894
21,Puebla,060,Domingo Arenas,0000,Total del Municipio,7057,5945,5505,4994
21,Puebla,061,Eloxochitlán,0000,Total del Municipio,12892,10604,9538,8473
21,Puebla,062,Epatlán,0000,Total del Municipio,4492,3801,3515,3238
21,Puebla,063,Esperanza,0000,Total del Municipio,13285,11208,10343,9493
21,Puebla,064,Francisco Z. Mena,0000,Total del Municipio,16292,14079,13150,12186
21,Puebla,065,General Felipe Ángeles,0000,Total del Municipio,20291,16912,15484,14063
21,Puebla,066,Guadalupe,0000,Total del Municipio,5868,5036,4720,4417
21,Puebla,067,Guadalupe Victoria,0000,Total del Municipio,16973,14287,13125,11878
21,Puebla,068,Hermenegildo Galeana,0000,Total del Municipio,6387,5376,4873,4421
21,Puebla,069,Huaquechula,0000,Total del Municipio,26219,22292,20459,18962
21,Puebla,070,Huatlatlauca,0000,Total del Municipio,5655,4917,4547,4201
21,Puebla,071,Huauchinango,0000,Total del Municipio,94465,80162,73925,67688
21,Puebla,072,Huehuetla,0000,Total del Municipio,15648,13215,12060,11023
21,Puebla,073,Huehuetlán el Chico,0000,Total del Municipio,8769,7440,6939,6461
21,Puebla,074,Huejotzingo,0000,Total del Municipio,82503,70331,65275,60175
21,Puebla,075,Hueyapan,0000,Total del Municipio,11760,9765,8831,7973
21,Puebla,076,Hueytamalco,0000,Total del Municipio,25154,21586,20005,18364
21,Puebla,077,Hueytlalpan,0000,Total del Municipio,5426,4674,4266,3833
21,Puebla,078,Huitzilan de Serdán,0000,Total del Municipio,14222,11758,10606,9534
21,Puebla,079,Huitziltepec,0000,Total del Municipio,5259,4439,4111,3760
21,Puebla,080,Atlequizayan,0000,Total del Municipio,2437,2117,1939,1761
21,Puebla,081,Ixcamilpa de Guerrero,0000,Total del Municipio,3629,3097,2879,2663
21,Puebla,082,Ixcaquixtla,0000,Total del Municipio,8019,6823,6314,5811
21,Puebla,083,Ixtacamaxtitlán,0000,Total del Municipio,22868,19372,17749,16215
21,Puebla,084,Ixtepec,0000,Total del Municipio,6281,5347,4891,4437
21,Puebla,085,Izúcar de Matamoros,0000,Total del Municipio,75043,63978,59647,55240
21,Puebla,086,Jalpan,0000,Total del Municipio,10949,9214,8459,7743
21,Puebla,087,Jolalpan,0000,Total del Municipio,12098,10172,9375,8638
21,Puebla,088,Jonotla,0000,Total del Municipio,4078,3466,3230,2997
21,Puebla,089,Jopala,0000,Total del Municipio,10959,9226,8441,7705
21,Puebla,090,Juan C. Bonilla,0000,Total del Municipio,21423,18178,16939,15623
21,Puebla,091,Juan Galindo,0000,Total del Municipio,9102,7835,7269,6789
21,Puebla,092,Juan N. Méndez,0000,Total del Municipio,4776,3976,3677,3362
21,Puebla,093,Lafragua,0000,Total del Municipio,6904,5850,5373,4921
21,Puebla,094,Libres,0000,Total del Municipio,33580,28094,25699,23411
21,Puebla,095,La Magdalena Tlatlauquitepec,0000,Total del Municipio,590,500,464,436
21,Puebla,096,Mazapiltepec de Juárez,0000,Total del Municipio,2867,2428,2249,2072
21,Puebla,097,Mixtla,0000,Total del Municipio,2401,2048,1908,1763
21,Puebla,098,Molcaxac,0000,Total del Municipio,6022,5145,4771,4409
21,Puebla,099,Cañada Morelos,0000,Total del Municipio,18353,15368,14190,12980
21,Puebla,100,Naupan,0000,Total del Municipio,8425,7012,6386,5812
21,Puebla,101,Nauzontla,0000,Total del Municipio,3058,2641,2461,2286
21,Puebla,102,Nealtican,0000,Total del Municipio,12508,10511,9693,8820
21,Puebla,103,Nicolás Bravo,0000,Total del Municipio,6005,5017,4614,4181
21,Puebla,104,Nopalucan,0000,Total del Municipio,29120,24152,22172,20132
21,Puebla,105,Ocotepec,0000,Total del Municipio,4654,3906,3611,3335
21,Puebla,106,Ocoyucan,0000,Total del Municipio,38067,32363,30095,27757
21,Puebla,107,Olintla,0000,Total del Municipio,10825,9007,8131,7319
21,Puebla,108,Oriental,0000,Total del Municipio,17947,15058,13784,12648
21,Puebla,109,Pahuatlán,0000,Total del Municipio,18177,15035,13811,12567
21,Puebla,110,Palmar de Bravo,0000,Total del Municipio,44397,36897,33801,30578
21,Puebla,111,Pantepec,0000,Total del Municipio,16927,14579,13527,12517
21,Puebla,112,Petlalcingo,0000,Total del Municipio,8549,7318,6774,6216
21,Puebla,113,Piaxtla,0000,Total del Municipio,4236,3694,3460,3244
21,Puebla,114,Puebla,0000,Total del Municipio,1572247,1397468,1318435,1235600
21,Puebla,115,Quecholac,0000,Total del Municipio,51173,42336,38685,34908
21,Puebla,116,Quimixtlán,0000,Total del Municipio,20225,16429,14753,13143
21,Puebla,117,Rafael Lara Grajales,0000,Total del Municipio,14456,12271,11279,10337
21,Puebla,118,Los Reyes de Juárez,0000,Total del Municipio,26681,21978,20023,18091
21,Puebla,119,San Andrés Cholula,0000,Total del Municipio,143283,128020,120802,113157
21,Puebla,120,San Antonio Cañada,0000,Total del Municipio,5334,4412,4064,3707
21,Puebla,121,San Diego la Mesa Tochimiltzingo,0000,Total del Municipio,1157,1003,920,853
21,Puebla,122,San Felipe Teotlalcingo,0000,Total del Municipio,10034,8570,7938,7293
21,Puebla,123,San Felipe Tepatlán,0000,Total del Municipio,3460,2897,2653,2438
21,Puebla,124,San Gabriel Chilac,0000,Total del Municipio,14452,12430,11577,10724
21,Puebla,125,San Gregorio Atzompa,0000,Total del Municipio,8815,7643,7174,6703
21,Puebla,126,San Jerónimo Tecuanipan,0000,Total del Municipio,5873,4918,4549,4170
21,Puebla,127,San Jerónimo Xayacatlán,0000,Total del Municipio,3365,2956,2770,2590
21,Puebla,128,San José Chiapa,0000,Total del Municipio,9315,7749,7129,6541
21,Puebla,129,San José Miahuatlán,0000,Total del Municipio,12831,10936,10184,9360
21,Puebla,130,San Juan Atenco,0000,Total del Municipio,3290,2855,2665,2493
21,Puebla,131,San Juan Atzompa,0000,Total del Municipio,890,756,703,641
21,Puebla,132,San Martín Texmelucan,0000,Total del Municipio,142407,123088,114663,106124
21,Puebla,133,San Martín Totoltepec,0000,Total del Municipio,638,544,518,478
21,Puebla,134,San Matías Tlalancaleca,0000,Total del Municipio,19018,16349,15272,14202
21,Puebla,135,San Miguel Ixitlán,0000,Total del Municipio,496,446,417,401
21,Puebla,136,San Miguel Xoxtla,0000,Total del Municipio,11372,9835,9133,8387
21,Puebla,137,San Nicolás Buenos Aires,0000,Total del Municipio,9306,7768,7162,6578
21,Puebla,138,San Nicolás de los Ranchos,0000,Total del Municipio,10535,8885,8233,7585
21,Puebla,139,San Pablo Anicano,0000,Total del Municipio,3414,2907,2723,2538
21,Puebla,140,San Pedro Cholula,0000,Total del Municipio,127299,111980,105459,98550
21,Puebla,141,San Pedro Yeloixtlahuaca,0000,Total del Municipio,3170,2729,2542,2387
21,Puebla,142,San Salvador el Seco,0000,Total del Municipio,27841,23701,21898,20097
21,Puebla,143,San Salvador el Verde,0000,Total del Municipio,31714,26999,25079,23015
21,Puebla,144,San Salvador Huixcolotla,0000,Total del Municipio,14976,12548,11545,10600
21,Puebla,145,San Sebastián Tlacotepec,0000,Total del Municipio,11909,9797,8808,7884
21,Puebla,146,Santa Catarina Tlaltempan,0000,Total del Municipio,700,628,587,552
21,Puebla,147,Santa Inés Ahuatempan,0000,Total del Municipio,5763,4933,4545,4205
21,Puebla,148,Santa Isabel Cholula,0000,Total del Municipio,10160,8467,7812,7125
21,Puebla,149,Santiago Miahuatlán,0000,Total del Municipio,27426,23210,21346,19363
21,Puebla,150,Huehuetlán el Grande,0000,Total del Municipio,5517,4644,4305,3928
21,Puebla,151,Santo Tomás Hueyotlipan,0000,Total del Municipio,8424,7157,6648,6097
21,Puebla,152,Soltepec,0000,Total del Municipio,11457,9738,9036,8294
21,Puebla,153,Tecali de Herrera,0000,Total del Municipio,21353,18003,16642,15242
21,Puebla,154,Tecamachalco,0000,Total del Municipio,72645,61191,56511,51668
21,Puebla,155,Tecomatlán,0000,Total del Municipio,6264,5499,5097,4571
21,Puebla,156,Tehuacán,0000,Total del Municipio,299217,258433,240474,221729
21,Puebla,157,Tehuitzingo,0000,Total del Municipio,11466,9771,9085,8474
21,Puebla,158,Tenampulco,0000,Total del Municipio,6276,5501,5166,4760
21,Puebla,159,Teopantlán,0000,Total del Municipio,3560,3199,3036,2831
21,Puebla,160,Teotlalco,0000,Total del Municipio,3347,2834,2622,2464
21,Puebla,161,Tepanco de López,0000,Total del Municipio,19996,17061,15711,14376
21,Puebla,162,Tepango de Rodríguez,0000,Total del Municipio,3771,3181,2934,2688
21,Puebla,163,Tepatlaxco de Hidalgo,0000,Total del Municipio,17020,14250,13068,11879
21,Puebla,164,Tepeaca,0000,Total del Municipio,75354,63119,58156,53092
21,Puebla,165,Tepemaxalco,0000,Total del Municipio,1094,889,800,734
21,Puebla,166,Tepeojuma,0000,Total del Municipio,8059,6903,6421,5937
21,Puebla,167,Tepetzintla,0000,Total del Municipio,9319,7740,6945,6247
21,Puebla,168,Tepexco,0000,Total del Municipio,6707,5618,5199,4758
21,Puebla,169,Tepexi de Rodríguez,0000,Total del Municipio,20390,17391,16121,14853
21,Puebla,170,Tepeyahualco,0000,Total del Municipio,17253,14427,13271,12145
21,Puebla,171,Tepeyahualco de Cuauhtémoc,0000,Total del Municipio,3470,2971,2773,2598
21,Puebla,172,Tetela de Ocampo,0000,Total del Municipio,24854,21116,19509,18015
21,Puebla,173,Teteles de Avila Castillo,0000,Total del Municipio,6156,5303,4963,4611
21,Puebla,174,Teziutlán,0000,Total del Municipio,95399,82480,77026,71283
21,Puebla,175,Tianguismanalco,0000,Total del Municipio,13009,11042,10273,9500
21,Puebla,176,Tilapa,0000,Total del Municipio,8755,7463,6928,6376
21,Puebla,177,Tlacotepec de Benito Juárez,0000,Total del Municipio,48148,39124,35496,32023
21,Puebla,178,Tlacuilotepec,0000,Total del Municipio,14480,12199,11134,10146
21,Puebla,179,Tlachichuca,0000,Total del Municipio,28487,24012,22141,20201
21,Puebla,180,Tlahuapan,0000,Total del Municipio,37312,31623,29220,26937
21,Puebla,181,Tlaltenango,0000,Total del Municipio,6688,5593,5144,4683
21,Puebla,182,Tlanepantla,0000,Total del Municipio,4779,3998,3691,3363
21,Puebla,183,Tlaola,0000,Total del Municipio,18241,14975,13626,12248
21,Puebla,184,Tlapacoya,0000,Total del Municipio,5732,4714,4362,3998
21,Puebla,185,Tlapanalá,0000,Total del Municipio,9154,7680,7142,6621
21,Puebla,186,Tlatlauquitepec,0000,Total del Municipio,50628,42926,39546,36210
21,Puebla,187,Tlaxco,0000,Total del Municipio,4516,3856,3545,3275
21,Puebla,188,Tochimilco,0000,Total del Municipio,17130,14390,13372,12297
21,Puebla,189,Tochtepec,0000,Total del Municipio,20098,16945,15619,14335
21,Puebla,190,Totoltepec de Guerrero,0000,Total del Municipio,1106,970,909,861
21,Puebla,191,Tulcingo,0000,Total del Municipio,8873,7618,7077,6557
21,Puebla,192,Tuzamapan de Galeana,0000,Total del Municipio,5467,4799,4485,4167
21,Puebla,193,Tzicatlacoyan,0000,Total del Municipio,5829,4974,4609,4231
21,Puebla,194,Venustiano Carranza,0000,Total del Municipio,25711,21716,20115,18571
21,Puebla,195,Vicente Guerrero,0000,Total del Municipio,23476,19105,17313,15536
21,Puebla,196,Xayacatlán de Bravo,0000,Total del Municipio,1459,1259,1173,1095
21,Puebla,197,Xicotepec,0000,Total del Municipio,73220,61912,57072,52191
21,Puebla,198,Xicotlán,0000,Total del Municipio,1166,1010,944,869
21,Puebla,199,Xiutetelco,0000,Total del Municipio,38279,31830,29037,26243
21,Puebla,200,Xochiapulco,0000,Total del Municipio,3185,2749,2521,2308
21,Puebla,201,Xochiltepec,0000,Total del Municipio,3040,2566,2368,2195
21,Puebla,202,Xochitlán de Vicente Suárez,0000,Total del Municipio,11718,9878,9041,8260
21,Puebla,203,Xochitlán Todos Santos,0000,Total del Municipio,6453,5399,4953,4499
21,Puebla,204,Yaonáhuac,0000,Total del Municipio,7251,6183,5718,5265
21,Puebla,205,Yehualtepec,0000,Total del Municipio,23293,19253,17703,16060
21,Puebla,206,Zacapala,0000,Total del Municipio,4156,3442,3179,2957
21,Puebla,207,Zacapoaxtla,0000,Total del Municipio,52360,44372,40784,37219
21,Puebla,208,Zacatlán,0000,Total del Municipio,78995,67009,61666,56473
21,Puebla,209,Zapotitlán,0000,Total del Municipio,7888,6802,6320,5802
21,Puebla,210,Zapotitlán de Méndez,0000,Total del Municipio,5238,4505,4150,3820
21,Puebla,211,Zaragoza,0000,Total del Municipio,15252,13038,12143,11208
21,Puebla,212,Zautla,0000,Total del Municipio,18678,15624,14252,12891
21,Puebla,213,Zihuateutla,0000,Total del Municipio,10720,9004,8299,7643
21,Puebla,214,Zinacatepec,0000,Total del Municipio,16786,14443,13461,12428
21,Puebla,215,Zongozotla,0000,Total del Municipio,4226,3739,3517,3295
21,Puebla,216,Zoquiapan,0000,Total del Municipio,2287,1941,1795,1615
21,Puebla,217,Zoquitlán,0000,Total del Municipio,18180,14860,13257,11855
22,Querétaro,001,Amealco de Bonfil,0000,Total del Municipio,59804,49874,45763,41727
22,Querétaro,002,Pinal de Amoles,0000,Total del Municipio,24538,20225,18368,16634
22,Querétaro,003,Arroyo Seco,0000,Total del Municipio,11955,10184,9453,8745
22,Querétaro,004,Cadereyta de Montes,0000,Total del Municipio,62937,52817,48652,44505
22,Querétaro,005,Colón,0000,Total del Municipio,60561,50879,46783,42820
22,Querétaro,006,Corregidora,0000,Total del Municipio,198301,175559,165321,154882
22,Querétaro,007,Ezequiel Montes,0000,Total del Municipio,40931,34696,32112,29516
22,Querétaro,008,Huimilpan,0000,Total del Municipio,33082,27680,25462,23373
22,Querétaro,009,Jalpan de Serra,0000,Total del Municipio,24731,21022,19443,17921
22,Querétaro,010,Landa de Matamoros,0000,Total del Municipio,17179,14569,13468,12358
